order_id,order_date,region,product_category,units_sold,unit_price,discount,sales_amount
956,2024-06-24,North,Electronics,5,104.38,0,521.9
957,2024-04-08,South,Grocery,6,804.85,0,4829.1
958,2024-01-22,West,Home,1,405.48,5,385.206
959,2024-06-19,East,Apparel,7,361.72,0,2532.04
960,2024-05-25,West,Apparel,5,886.01,0,4430.05
961,2024-04-11,South,Apparel,3,700.27,0,2100.81
962,2024-09-01,South,Home,2,456.06,5,866.514
963,2024-07-02,North,Home,5,656.53,0,3282.6499999999996
964,2024-04-10,East,Apparel,4,191.95,10,691.02
965,2024-07-15,East,Apparel,4,846.04,0,3384.16
966,2024-04-21,West,Home,5,501.37,20,2005.48
967,2024-08-14,North,Apparel,7,847.71,0,5933.97
968,2024-09-24,East,Apparel,3,277.78,0,833.3399999999999
969,2024-04-07,South,Home,8,335.36,0,2682.88
970,2024-08-26,South,Electronics,3,506.2,20,1214.8799999999999
971,2024-01-12,West,Electronics,6,876.99,10,4735.746000000001
972,2024-01-26,East,Apparel,2,463.71,10,834.678
973,2024-04-07,North,Home,6,803.27,0,4819.62
974,2024-12-17,South,Apparel,5,746.88,0,3734.4
975,2024-10-28,West,Grocery,5,436.76,0,2183.8
976,2024-09-19,West,Apparel,5,200.77,0,1003.85
977,2024-03-30,West,Apparel,4,242.19,0,968.76
978,2024-12-10,West,Electronics,3,322.42,0,967.26
979,2024-02-08,East,Grocery,5,992.45,10,4466.025000000001
980,2024-02-21,West,Grocery,6,106.45,0,638.7
981,2024-01-17,South,Electronics,3,445.73,0,1337.19
982,2024-08-06,South,Apparel,3,868.57,15,2214.8535
983,2024-09-16,West,Home,3,338.84,0,1016.52
984,2024-12-12,West,Electronics,3,283.73,15,723.5115000000001
985,2024-05-02,South,Home,5,911.51,0,4557.55
986,2024-09-15,South,Home,5,902.47,20,3609.8800000000006
987,2024-05-13,North,Grocery,4,128.91,15,438.294
988,2024-09-28,North,Grocery,3,175.73,0,527.1899999999999
989,2024-11-30,South,Home,3,987.81,20,2370.744
990,2024-06-29,North,Apparel,5,534.04,0,2670.2
991,2024-12-25,West,Grocery,4,83.69,0,334.76
992,2024-09-20,North,Electronics,4,395.68,5,1503.584
993,2024-06-28,South,Home,2,668.79,0,1337.58
994,2024-12-24,North,Apparel,2,191.51,5,363.86899999999997
995,2024-09-06,North,Apparel,5,57.38,0,286.90000000000003
996,2024-07-02,North,Apparel,4,405.12,5,1539.456
997,2024-04-23,East,Home,3,382.02,0,1146.06
998,2024-07-24,West,Home,7,983.77,5,6542.070499999999
999,2024-11-07,East,Grocery,1,878.79,0,878.79
1000,2024-03-29,East,Apparel,3,743.86,0,2231.58
1001,2024-09-09,North,Grocery,3,900.41,0,2701.23
1002,2024-11-20,South,Electronics,4,782.56,20,2504.192
1003,2024-04-27,South,Apparel,4,768.32,0,3073.28
1004,2024-07-04,East,Grocery,4,477.49,10,1718.9640000000002
1005,2024-12-15,South,Home,4,195.27,0,781.08
1006,2024-04-12,North,Grocery,5,535.36,15,2275.28
1007,2024-07-25,North,Grocery,2,852.2,5,1619.18
1008,2024-03-23,South,Grocery,3,934.99,0,2804.9700000000003
1009,2024-08-24,West,Electronics,2,160.78,0,321.56
1010,2024-01-04,East,Electronics,5,297.78,0,1488.8999999999999
1011,2024-06-14,North,Electronics,1,802.25,10,722.025
1012,2024-10-12,North,Apparel,5,690.43,15,2934.3274999999994
1013,2024-03-19,West,Electronics,4,423.94,15,1441.396
1014,2024-09-24,South,Electronics,2,728.0,10,1310.4
1015,2024-01-12,West,Home,2,248.78,0,497.56
1016,2024-09-29,West,Apparel,3,113.59,0,340.77
1017,2024-03-01,South,Electronics,3,372.9,20,894.9599999999999
1018,2024-05-03,North,Grocery,3,908.6,0,2725.8
1019,2024-04-13,East,Grocery,2,817.49,0,1634.98
1020,2024-07-10,South,Electronics,2,814.28,0,1628.56
1021,2024-07-06,West,Home,5,972.89,5,4621.2275
1022,2024-05-09,North,Home,5,935.94,5,4445.715
1023,2024-06-30,North,Grocery,3,432.56,0,1297.68
1024,2024-10-11,South,Electronics,1,268.8,0,268.8
1025,2024-12-07,North,Electronics,4,51.23,20,163.936
1026,2024-08-04,South,Electronics,3,650.61,0,1951.83
1027,2024-03-14,North,Electronics,4,672.42,0,2689.68
1028,2024-12-03,West,Grocery,3,937.06,0,2811.18
1029,2024-01-16,North,Apparel,4,491.32,0,1965.28
1030,2024-05-11,East,Grocery,6,145.59,0,873.54
1031,2024-04-16,North,Grocery,3,834.68,5,2378.8379999999997
1032,2024-08-01,North,Electronics,7,400.62,5,2664.123
1033,2024-10-11,North,Apparel,4,219.65,0,878.6
1034,2024-11-10,East,Grocery,5,479.13,15,2036.3025
1035,2024-08-01,West,Grocery,5,578.48,10,2603.1600000000003
1036,2024-03-19,North,Apparel,6,648.43,0,3890.58
1037,2024-11-17,North,Electronics,3,276.65,5,788.4524999999999
1038,2024-11-28,South,Electronics,5,555.92,5,2640.62
1039,2024-09-24,West,Home,4,814.04,0,3256.16
1040,2024-10-08,South,Apparel,4,291.11,0,1164.44
1041,2024-12-25,West,Grocery,3,201.95,20,484.67999999999995
1042,2024-09-24,North,Apparel,3,774.38,0,2323.14
1043,2024-12-12,South,Electronics,3,316.85,0,950.5500000000001
1044,2024-08-25,West,Electronics,3,707.52,0,2122.56
1045,2024-05-24,West,Grocery,2,565.82,15,961.894
1046,2024-09-14,North,Grocery,3,66.7,5,190.095
1047,2024-01-17,North,Electronics,4,385.78,15,1311.6519999999998
1048,2024-02-03,South,Electronics,7,272.38,0,1906.6599999999999
1049,2024-02-03,West,Home,3,840.68,0,2522.04
1050,2024-06-21,North,Electronics,4,68.91,10,248.076
1051,2024-10-23,West,Home,5,584.5,0,2922.5
1052,2024-11-24,East,Electronics,8,211.86,5,1610.136
1053,2024-07-24,West,Grocery,5,557.69,0,2788.4500000000003
1054,2024-04-16,West,Electronics,2,794.47,5,1509.493
1055,2024-03-24,West,Apparel,3,283.0,10,764.1
1056,2024-08-30,West,Electronics,8,732.5,5,5567.0
1057,2024-11-20,West,Grocery,3,692.78,0,2078.34
1058,2024-05-30,South,Apparel,4,739.27,0,2957.08
1059,2024-03-05,West,Grocery,4,439.27,15,1493.5179999999998
1060,2024-08-17,West,Apparel,3,79.46,0,238.38
1061,2024-10-14,East,Electronics,7,50.0,0,350.0
1062,2024-03-20,East,Grocery,3,904.84,0,2714.52
1063,2024-03-24,South,Grocery,7,554.44,0,3881.0800000000004
1064,2024-09-28,East,Home,3,351.56,0,1054.68
1065,2024-11-03,East,Apparel,2,729.77,20,1167.632
1066,2024-06-22,West,Electronics,2,91.72,0,183.44
1067,2024-01-11,North,Grocery,3,661.2,0,1983.6000000000001
1068,2024-04-15,West,Home,5,406.0,15,1725.5
1069,2024-12-02,East,Grocery,5,892.21,0,4461.05
1070,2024-03-11,South,Grocery,2,293.37,0,586.74
1071,2024-01-22,North,Apparel,2,394.08,15,669.9359999999999
1072,2024-08-10,North,Apparel,2,390.45,0,780.9
1073,2024-07-14,South,Apparel,4,54.07,0,216.28
1074,2024-12-02,North,Apparel,3,460.5,0,1381.5
1075,2024-11-16,West,Home,3,510.5,0,1531.5
1076,2024-05-09,West,Home,2,954.72,0,1909.44
1077,2024-11-02,West,Electronics,3,930.43,5,2651.7255
1078,2024-12-18,South,Apparel,3,672.26,0,2016.78
1079,2024-12-29,North,Apparel,3,388.2,5,1106.37
1080,2024-12-04,North,Apparel,2,497.75,0,995.5
1081,2024-07-04,East,Apparel,4,673.3,0,2693.2
1082,2024-09-28,North,Apparel,4,331.68,0,1326.72
1083,2024-01-29,East,Apparel,5,96.88,10,435.96
1084,2024-11-23,East,Home,6,745.53,0,4473.18
1085,2024-10-10,South,Apparel,5,849.93,0,4249.65
1086,2024-08-04,West,Grocery,6,534.32,0,3205.92
1087,2024-11-09,West,Grocery,4,107.78,15,366.452
1088,2024-11-10,North,Home,4,502.21,0,2008.84
1089,2024-08-04,East,Grocery,5,126.47,20,505.88000000000005
1090,2024-09-26,South,Electronics,2,93.14,0,186.28
1091,2024-03-19,North,Home,3,707.31,5,2015.8334999999997
1092,2024-10-03,North,Electronics,1,609.65,0,609.65
1093,2024-03-12,East,Grocery,1,346.68,10,312.012
1094,2024-07-02,North,Electronics,3,569.49,15,1452.1995
1095,2024-10-27,North,Grocery,2,693.52,0,1387.04
1096,2024-08-23,North,Home,3,740.95,0,2222.8500000000004
1097,2024-09-02,South,Home,2,539.81,0,1079.62
1098,2024-04-01,South,Apparel,4,737.32,0,2949.28
1099,2024-02-14,West,Grocery,2,449.58,0,899.16
1100,2024-09-28,South,Apparel,5,496.2,5,2356.95
1101,2024-03-28,North,Electronics,9,586.65,0,5279.849999999999
1102,2024-03-18,North,Grocery,2,730.89,0,1461.78
1103,2024-04-05,West,Grocery,3,251.71,0,755.13
1104,2024-04-20,East,Electronics,3,200.12,0,600.36
1105,2024-07-29,South,Grocery,3,808.49,0,2425.4700000000003
1106,2024-05-12,West,Home,3,333.99,20,801.576
1107,2024-01-29,South,Electronics,2,461.63,10,830.934
1108,2024-07-12,West,Apparel,6,260.03,0,1560.1799999999998
1109,2024-02-19,North,Home,5,114.35,0,571.75
1110,2024-12-09,West,Grocery,5,805.61,5,3826.6475
1111,2024-02-27,West,Apparel,4,365.02,0,1460.08
1112,2024-07-27,South,Home,3,757.06,0,2271.18
1113,2024-02-11,North,Grocery,3,737.55,5,2102.0174999999995
1114,2024-08-28,South,Grocery,5,517.15,5,2456.4625
1115,2024-07-13,North,Grocery,2,502.71,0,1005.42
1116,2024-09-30,North,Electronics,4,772.15,20,2470.88
1117,2024-01-21,East,Electronics,4,444.44,15,1511.096
1118,2024-06-15,South,Grocery,2,709.83,0,1419.66
1119,2024-11-16,East,Grocery,6,562.97,0,3377.82
1120,2024-05-14,East,Apparel,4,846.46,0,3385.84
1121,2024-08-24,South,Grocery,4,916.38,0,3665.52
1122,2024-05-30,South,Electronics,3,764.89,0,2294.67
1123,2024-03-20,West,Grocery,3,244.05,0,732.1500000000001
1124,2024-03-15,South,Grocery,2,887.75,0,1775.5
1125,2024-06-11,North,Home,4,706.91,10,2544.8759999999997
1126,2024-06-17,East,Apparel,5,843.75,0,4218.75
1127,2024-06-15,North,Grocery,3,491.99,0,1475.97
1128,2024-05-29,West,Apparel,4,713.33,5,2710.654
1129,2024-10-17,North,Electronics,3,905.37,0,2716.11
1130,2024-06-09,East,Electronics,4,616.22,0,2464.88
1131,2024-10-27,West,Home,4,686.3,15,2333.4199999999996
1132,2024-04-09,North,Grocery,2,245.32,15,417.044
1133,2024-10-24,South,Electronics,5,274.74,0,1373.7
1134,2024-09-06,West,Grocery,5,186.51,0,932.55
1135,2024-12-25,North,Apparel,4,630.13,0,2520.52
1136,2024-09-08,North,Home,5,70.73,15,300.6025
1137,2024-10-31,South,Grocery,5,863.42,0,4317.099999999999
1138,2024-05-18,West,Apparel,4,631.64,0,2526.56
1139,2024-11-20,West,Apparel,5,417.89,15,1776.0324999999998
1140,2024-09-30,North,Apparel,6,401.46,0,2408.7599999999998
1141,2024-09-16,North,Grocery,3,461.17,0,1383.51
1142,2024-04-11,North,Electronics,7,605.03,0,4235.21
1143,2024-04-04,South,Grocery,4,451.77,0,1807.08
1144,2024-10-12,West,Grocery,3,697.12,15,1777.656
1145,2024-04-12,North,Grocery,2,237.73,15,404.14099999999996
1146,2024-05-03,East,Home,3,397.53,0,1192.59
1147,2024-06-07,South,Home,4,395.17,5,1501.646
1148,2024-07-22,East,Electronics,3,941.26,5,2682.5909999999994
1149,2024-11-12,South,Electronics,6,927.35,15,4729.485000000001
1150,2024-05-15,West,Electronics,4,436.28,0,1745.12
1151,2024-06-28,South,Electronics,4,181.16,0,724.64
1152,2024-09-01,East,Apparel,2,396.48,5,753.312
1153,2024-03-14,West,Apparel,3,325.37,15,829.6935
1154,2024-06-17,East,Electronics,7,838.43,0,5869.009999999999
1155,2024-08-31,East,Apparel,3,973.06,10,2627.2619999999997
1156,2024-01-22,South,Grocery,2,823.63,0,1647.26
1157,2024-04-04,South,Apparel,3,51.13,0,153.39000000000001
1158,2024-05-23,North,Grocery,5,892.8,0,4464.0
1159,2024-08-28,East,Electronics,4,647.06,0,2588.24
1160,2024-09-30,East,Apparel,5,498.75,0,2493.75
1161,2024-09-23,East,Electronics,4,923.85,5,3510.63
1162,2024-05-25,South,Home,2,644.11,15,1094.987
1163,2024-05-11,South,Grocery,4,564.07,0,2256.28
1164,2024-03-14,South,Home,3,815.89,15,2080.5195
1165,2024-10-12,East,Grocery,1,869.98,10,782.9820000000001
1166,2024-07-14,East,Electronics,4,895.97,10,3225.492
1167,2024-08-14,South,Apparel,7,482.23,20,2700.4880000000003
1168,2024-05-12,East,Grocery,2,325.22,5,617.918
1169,2024-12-12,South,Electronics,1,711.84,0,711.84
1170,2024-04-10,South,Grocery,2,235.96,0,471.92
1171,2024-05-14,North,Home,3,519.54,0,1558.62
1172,2024-02-02,East,Grocery,6,469.23,15,2393.073
1173,2024-03-22,West,Home,3,474.44,10,1280.988
1174,2024-04-29,West,Electronics,1,428.16,0,428.16
1175,2024-09-02,South,Electronics,5,598.78,0,2993.8999999999996
1176,2024-10-20,North,Electronics,4,995.64,0,3982.56
1177,2024-04-29,West,Apparel,5,50.15,0,250.75
1178,2024-10-10,West,Electronics,5,357.86,5,1699.835
1179,2024-02-21,North,Electronics,2,453.6,0,907.2
1180,2024-03-19,North,Grocery,3,455.53,0,1366.59
1181,2024-03-27,North,Apparel,2,741.18,5,1408.2419999999997
1182,2024-04-05,West,Grocery,7,93.12,5,619.248
1183,2024-01-09,South,Apparel,2,217.02,0,434.04
1184,2024-11-08,North,Grocery,5,585.08,0,2925.4
1185,2024-10-12,South,Home,7,286.73,5,1906.7545
1186,2024-06-05,North,Home,4,981.44,5,3729.472
1187,2024-07-05,East,Electronics,6,369.73,0,2218.38
1188,2024-04-21,North,Home,4,963.42,10,3468.312
1189,2024-05-24,East,Home,2,913.83,0,1827.66
1190,2024-02-29,South,Apparel,3,735.15,15,1874.6324999999997
1191,2024-09-04,North,Grocery,3,666.9,0,2000.6999999999998
1192,2024-01-08,West,Apparel,4,934.68,15,3177.912
1193,2024-10-15,South,Apparel,1,840.51,0,840.51
1194,2024-07-31,South,Home,2,697.77,0,1395.54
1195,2024-08-23,South,Apparel,1,509.82,10,458.838
1196,2024-03-16,North,Grocery,4,577.36,0,2309.44
1197,2024-08-09,West,Home,2,388.18,5,737.542
1198,2024-02-10,South,Apparel,4,253.49,0,1013.96
1199,2024-01-01,East,Home,5,312.96,0,1564.8
1200,2024-07-31,South,Apparel,3,54.43,0,163.29
1201,2024-04-19,South,Home,4,754.64,0,3018.56
1202,2024-04-02,West,Home,8,253.0,15,1720.3999999999999
1203,2024-07-24,North,Grocery,2,153.69,5,292.01099999999997
1204,2024-06-14,West,Grocery,4,387.96,0,1551.84
1205,2024-03-02,South,Apparel,2,392.35,0,784.7
1206,2024-04-13,North,Apparel,5,752.77,5,3575.6575
1207,2024-03-09,East,Apparel,3,257.49,5,733.8465
1208,2024-07-04,North,Electronics,2,353.3,0,706.6
1209,2024-05-12,North,Electronics,3,583.39,0,1750.17
1210,2024-04-15,South,Grocery,1,485.66,0,485.66
1211,2024-02-06,North,Grocery,7,637.13,0,4459.91
1212,2024-12-02,East,Apparel,3,716.73,0,2150.19
1213,2024-06-14,West,Apparel,4,653.1,0,2612.4
1214,2024-08-10,North,Electronics,6,705.2,0,4231.200000000001
1215,2024-10-18,West,Grocery,6,86.95,10,469.53000000000003
1216,2024-05-08,North,Apparel,4,650.39,0,2601.56
1217,2024-02-19,North,Apparel,5,740.21,0,3701.05
1218,2024-07-04,East,Grocery,7,320.2,0,2241.4
1219,2024-09-22,West,Grocery,6,576.53,0,3459.18
1220,2024-02-20,East,Electronics,5,55.67,20,222.68000000000004
1221,2024-08-13,West,Home,5,85.93,15,365.20250000000004
1222,2024-06-25,East,Electronics,3,652.48,15,1663.824
1223,2024-01-13,West,Grocery,4,688.37,10,2478.132
1224,2024-07-17,South,Grocery,4,708.79,0,2835.16
1225,2024-05-04,West,Apparel,8,512.92,10,3693.024
1226,2024-04-09,North,Apparel,6,618.06,0,3708.3599999999997
1227,2024-12-24,South,Grocery,2,186.72,0,373.44
1228,2024-02-06,North,Home,2,360.66,0,721.32
1229,2024-10-13,North,Apparel,7,527.17,15,3136.6614999999997
1230,2024-04-24,North,Apparel,3,170.35,0,511.04999999999995
1231,2024-05-27,South,Electronics,6,374.66,5,2135.562
1232,2024-02-05,South,Electronics,2,164.41,0,328.82
1233,2024-09-27,West,Apparel,7,890.41,5,5921.2265
1234,2024-01-30,West,Apparel,3,840.36,10,2268.972
1235,2024-03-01,North,Apparel,3,240.76,10,650.052
1236,2024-12-03,North,Apparel,2,899.03,5,1708.157
1237,2024-11-19,North,Grocery,1,563.48,15,478.958
1238,2024-10-12,West,Home,3,145.66,0,436.98
1239,2024-06-04,South,Electronics,3,809.9,20,1943.76
1240,2024-05-11,North,Electronics,3,629.81,0,1889.4299999999998
1241,2024-02-03,West,Apparel,2,579.44,20,927.1040000000002
1242,2024-09-02,North,Apparel,1,848.02,0,848.02
1243,2024-08-16,West,Grocery,6,111.92,5,637.944
1244,2024-02-26,North,Apparel,2,807.89,5,1534.991
1245,2024-10-04,South,Electronics,7,183.79,5,1222.2034999999998
1246,2024-06-16,South,Apparel,4,222.03,5,843.7139999999999
1247,2024-08-22,East,Grocery,3,560.66,0,1681.98
1248,2024-11-26,East,Apparel,6,883.85,10,4772.790000000001
1249,2024-01-30,South,Home,3,316.58,5,902.2529999999999
1250,2024-08-29,West,Grocery,3,797.74,5,2273.559
1251,2024-02-28,South,Electronics,4,444.92,5,1690.696
1252,2024-10-07,South,Home,5,427.88,5,2032.43
1253,2024-04-24,East,Grocery,4,145.61,0,582.44
1254,2024-09-29,North,Apparel,3,852.08,5,2428.4280000000003
1255,2024-12-22,West,Home,3,571.2,5,1627.92
1256,2024-05-03,East,Home,2,395.31,0,790.62
1257,2024-01-14,East,Electronics,6,212.45,10,1147.2299999999998
1258,2024-09-14,West,Home,4,537.58,10,1935.2880000000002
1259,2024-09-08,East,Apparel,7,222.0,15,1320.8999999999999
1260,2024-09-15,North,Grocery,4,242.74,0,970.96
1261,2024-11-18,North,Apparel,2,556.18,0,1112.36
1262,2024-05-27,East,Grocery,3,869.52,5,2478.1319999999996
1263,2024-09-07,North,Apparel,3,831.61,0,2494.83
1264,2024-06-07,North,Apparel,10,642.62,20,5140.96
1265,2024-02-09,South,Electronics,6,360.75,20,1731.6000000000001
1266,2024-03-18,West,Apparel,3,290.72,5,828.552
1267,2024-10-09,South,Electronics,2,592.38,0,1184.76
1268,2024-05-20,West,Grocery,5,641.44,0,3207.2000000000003
1269,2024-08-29,South,Grocery,6,936.94,15,4778.394
1270,2024-09-14,West,Electronics,2,936.76,0,1873.52
1271,2024-09-23,North,Electronics,2,359.11,0,718.22
1272,2024-12-28,East,Apparel,5,203.15,0,1015.75
1273,2024-10-15,West,Grocery,4,971.94,10,3498.9840000000004
1274,2024-10-11,South,Electronics,1,851.25,10,766.125
1275,2024-07-05,North,Grocery,6,87.83,15,447.933
1276,2024-07-13,East,Home,6,736.62,15,3756.762
1277,2024-08-08,South,Home,6,216.66,0,1299.96
1278,2024-03-06,South,Grocery,8,451.23,5,3429.348
1279,2024-07-24,South,Apparel,3,598.82,0,1796.46
1280,2024-12-05,South,Home,3,400.91,15,1022.3205
1281,2024-02-17,South,Home,3,535.48,0,1606.44
1282,2024-03-22,North,Home,4,199.87,0,799.48
1283,2024-07-18,East,Home,4,490.12,0,1960.48
1284,2024-11-05,West,Electronics,2,571.11,0,1142.22
1285,2024-07-17,East,Home,3,123.79,0,371.37
1286,2024-05-17,South,Grocery,1,682.94,0,682.94
1287,2024-01-16,North,Apparel,3,289.29,10,781.0830000000001
1288,2024-10-01,East,Apparel,3,415.37,10,1121.4990000000003
1289,2024-06-06,North,Home,4,75.62,15,257.108
1290,2024-06-30,South,Home,5,768.34,0,3841.7000000000003
1291,2024-02-12,West,Home,5,559.95,0,2799.75
1292,2024-05-10,South,Grocery,2,336.75,15,572.475
1293,2024-10-12,East,Home,2,63.92,0,127.84
1294,2024-02-05,West,Home,5,309.97,0,1549.8500000000001
1295,2024-10-02,North,Electronics,4,832.61,10,2997.396
1296,2024-01-24,East,Apparel,4,682.1,0,2728.4
1297,2024-05-20,East,Apparel,7,507.23,10,3195.549
1298,2024-12-21,South,Electronics,3,218.27,10,589.3290000000001
1299,2024-07-03,South,Grocery,3,180.47,0,541.41
1300,2024-07-13,South,Grocery,2,307.44,0,614.88
1301,2024-10-03,North,Electronics,1,752.2,0,752.2
1302,2024-05-11,North,Grocery,3,569.31,0,1707.9299999999998
1303,2024-03-22,North,Electronics,4,72.27,0,289.08
1304,2024-02-08,West,Apparel,2,505.88,0,1011.76
1305,2024-02-12,North,Grocery,2,144.85,0,289.7
1306,2024-02-07,North,Grocery,5,423.97,0,2119.8500000000004
1307,2024-12-28,West,Apparel,5,169.97,0,849.85
1308,2024-02-10,West,Home,3,255.82,0,767.46
1309,2024-10-10,South,Grocery,3,932.28,20,2237.472
1310,2024-05-12,East,Electronics,6,742.17,10,4007.718
1311,2024-06-14,North,Apparel,6,809.7,15,4129.47
1312,2024-10-18,West,Apparel,5,644.76,0,3223.8
1313,2024-01-31,North,Home,3,156.18,5,445.113
1314,2024-09-20,North,Grocery,3,822.84,10,2221.668
1315,2024-03-29,North,Home,3,512.09,0,1536.27
1316,2024-08-27,East,Apparel,3,184.12,10,497.124
1317,2024-05-27,South,Electronics,3,655.64,5,1868.574
1318,2024-11-29,South,Grocery,7,192.31,0,1346.17
1319,2024-11-08,West,Grocery,1,840.94,0,840.94
1320,2024-03-01,North,Home,5,282.67,0,1413.3500000000001
1321,2024-01-25,East,Apparel,5,680.12,0,3400.6
1322,2024-06-09,North,Home,5,805.01,15,3421.2925
1323,2024-12-30,East,Electronics,1,664.03,0,664.03
1324,2024-10-22,West,Apparel,4,531.98,0,2127.92
1325,2024-04-14,East,Grocery,3,252.67,0,758.01
1326,2024-04-26,West,Electronics,3,940.06,0,2820.18
1327,2024-01-17,East,Home,2,135.7,0,271.4
1328,2024-08-06,South,Electronics,4,500.7,0,2002.8
1329,2024-07-27,North,Electronics,4,701.41,0,2805.64
1330,2024-10-29,North,Home,4,171.84,5,652.992
1331,2024-08-12,South,Electronics,2,361.62,0,723.24
1332,2024-04-04,South,Apparel,4,860.12,0,3440.48
1333,2024-12-06,West,Grocery,6,370.08,5,2109.456
1334,2024-10-06,South,Home,7,292.29,0,2046.0300000000002
1335,2024-05-23,South,Electronics,5,783.36,5,3720.96
1336,2024-06-21,West,Electronics,2,256.06,0,512.12
1337,2024-03-24,East,Home,2,495.44,10,891.792
1338,2024-04-29,East,Electronics,3,906.75,0,2720.25
1339,2024-02-25,West,Apparel,5,975.55,15,4146.0875
1340,2024-12-20,North,Grocery,2,773.82,0,1547.64
1341,2024-10-28,West,Home,3,52.23,10,141.02100000000002
1342,2024-12-03,North,Grocery,5,191.96,5,911.8100000000001
1343,2024-08-03,North,Apparel,5,641.02,0,3205.1
1344,2024-03-18,East,Apparel,5,589.34,0,2946.7000000000003
1345,2024-12-16,North,Grocery,3,550.0,0,1650.0
1346,2024-08-19,North,Apparel,4,625.08,0,2500.32
1347,2024-08-13,West,Home,6,123.14,0,738.84
1348,2024-10-11,East,Home,5,406.12,20,1624.48
1349,2024-09-01,North,Apparel,5,906.81,0,4534.049999999999
1350,2024-03-06,West,Home,2,472.18,15,802.706
1351,2024-03-09,South,Apparel,2,579.02,0,1158.04
1352,2024-08-01,North,Apparel,6,649.25,15,3311.1749999999997
1353,2024-09-09,West,Electronics,3,307.51,0,922.53
1354,2024-02-18,North,Grocery,1,593.23,0,593.23
1355,2024-04-09,East,Grocery,5,572.29,0,2861.45
1356,2024-03-10,West,Apparel,2,957.94,0,1915.88
1357,2024-04-09,West,Home,3,945.5,0,2836.5
1358,2024-03-12,North,Apparel,6,724.23,0,4345.38
1359,2024-01-02,South,Apparel,5,289.3,0,1446.5
1360,2024-05-09,North,Electronics,3,345.74,5,985.3589999999999
1361,2024-07-18,West,Grocery,2,452.62,0,905.24
1362,2024-06-02,North,Apparel,5,362.36,0,1811.8000000000002
1363,2024-04-10,North,Apparel,6,108.3,0,649.8
1364,2024-03-18,West,Electronics,2,498.0,0,996.0
1365,2024-04-18,West,Electronics,6,534.71,0,3208.26
1366,2024-06-27,East,Grocery,4,59.12,5,224.65599999999998
1367,2024-04-06,East,Home,8,651.83,10,4693.176
1368,2024-02-13,East,Grocery,3,160.13,10,432.351
1369,2024-10-02,West,Apparel,6,158.79,0,952.74
1370,2024-12-20,West,Apparel,4,187.53,0,750.12
1371,2024-10-28,East,Electronics,5,223.65,10,1006.4250000000001
1372,2024-04-10,North,Home,4,410.96,0,1643.84
1373,2024-12-02,South,Apparel,2,216.68,0,433.36
1374,2024-04-22,West,Grocery,3,269.93,10,728.811
1375,2024-08-22,North,Grocery,5,213.88,0,1069.4
1376,2024-01-09,North,Apparel,3,133.61,5,380.7885
1377,2024-07-30,North,Electronics,3,336.47,0,1009.4100000000001
1378,2024-03-05,East,Electronics,2,185.19,0,370.38
1379,2024-04-06,South,Electronics,5,618.67,0,3093.35
1380,2024-12-29,West,Apparel,5,421.58,0,2107.9
1381,2024-12-07,West,Apparel,5,139.66,20,558.64
1382,2024-10-07,North,Home,4,332.02,0,1328.08
1383,2024-01-03,West,Electronics,7,96.27,0,673.89
1384,2024-04-18,South,Electronics,4,772.6,5,2935.88
1385,2024-07-22,North,Grocery,3,679.78,0,2039.34
1386,2024-08-31,East,Electronics,3,298.05,0,894.1500000000001
1387,2024-10-11,West,Apparel,3,601.82,15,1534.641
1388,2024-12-17,North,Home,2,727.25,0,1454.5
1389,2024-03-06,North,Home,3,305.73,0,917.19
1390,2024-07-29,North,Electronics,3,924.98,0,2774.94
1391,2024-01-22,South,Apparel,5,947.78,0,4738.9
1392,2024-04-21,East,Electronics,2,666.02,0,1332.04
1393,2024-07-16,North,Electronics,6,302.68,0,1816.08
1394,2024-10-16,North,Home,4,751.83,0,3007.32
1395,2024-04-16,East,Home,5,908.46,0,4542.3
1396,2024-05-10,West,Apparel,4,713.35,0,2853.4
1397,2024-01-28,West,Grocery,3,645.05,20,1548.12
1398,2024-08-20,South,Grocery,5,590.93,0,2954.6499999999996
1399,2024-05-27,South,Electronics,5,304.99,0,1524.95
1400,2024-11-23,West,Electronics,3,306.93,0,920.79
1401,2024-10-12,South,Apparel,6,496.53,5,2830.2209999999995
1402,2024-08-13,North,Electronics,3,920.59,10,2485.593
1403,2024-10-31,West,Apparel,7,122.99,0,860.93
1404,2024-12-02,East,Grocery,4,433.31,0,1733.24
1405,2024-07-03,South,Apparel,5,58.59,0,292.95000000000005
1406,2024-11-15,South,Apparel,6,529.63,0,3177.7799999999997
1407,2024-11-03,North,Home,3,624.32,0,1872.96
1408,2024-09-07,North,Electronics,4,731.56,0,2926.24
1409,2024-03-02,South,Grocery,3,955.51,5,2723.2034999999996
1410,2024-04-16,East,Home,1,574.7,0,574.7
1411,2024-09-30,North,Grocery,2,832.89,0,1665.78
1412,2024-02-15,West,Home,3,632.48,15,1612.824
1413,2024-03-03,North,Apparel,4,848.73,5,3225.174
1414,2024-01-23,East,Apparel,3,887.17,0,2661.5099999999998
1415,2024-08-13,South,Electronics,3,222.2,15,566.6099999999999
1416,2024-04-12,North,Grocery,2,995.91,0,1991.82
1417,2024-05-17,West,Apparel,4,858.22,20,2746.304
1418,2024-09-18,South,Grocery,6,183.85,0,1103.1
1419,2024-11-28,South,Electronics,1,880.58,0,880.58
